# Annotated with Bakta
# Software: v1.12.1
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_7	cds	142897	143520	-	BBGPBF_02597		ATP-dependent Clp protease proteolytic subunit	SO:0001217, UniRef:UniRef50_A0A377AYX4
contig_7	cds	143830	145128	-	BBGPBF_02598		Trigger factor	SO:0001217, UniRef:UniRef50_Q2SK37
contig_7	cds	145474	145788	-	BBGPBF_02599	bolA	DNA-binding transcriptional regulator BolA	SO:0001217, UniRef:UniRef50_Q56585
contig_7	cds	146094	146672	+	BBGPBF_02600	yajG	Lipoprotein YajG	SO:0001217, UniRef:UniRef50_A0A090V5P2
contig_7	cds	146716	148191	+	BBGPBF_02601		Anhydromuropeptide permease	SO:0001217, UniRef:UniRef50_P0AE16
contig_7	cds	148671	149615	+	BBGPBF_02602		Ubiquinol oxidase subunit 2	SO:0001217, UniRef:UniRef50_A0A345P4Z2
contig_7	cds	149635	151626	+	BBGPBF_02603		Cytochrome o ubiquinol oxidase subunit I	SO:0001217, UniRef:UniRef50_A0A363RR81
contig_7	cds	151616	152227	+	BBGPBF_02604		Cytochrome bo(3) ubiquinol oxidase subunit 3	SO:0001217, UniRef:UniRef50_H6Q5G4
contig_7	cds	152227	152556	+	BBGPBF_02605		Cytochrome bo(3) ubiquinol oxidase subunit 4	SO:0001217, UniRef:UniRef50_F0KHU8
contig_7	cds	152568	153455	+	BBGPBF_02606		Protoheme IX farnesyltransferase	SO:0001217, UniRef:UniRef50_A0A3S4HY77
contig_7	cds	153705	154037	+	BBGPBF_02607		hypothetical protein	
contig_7	cds	154077	154835	-	BBGPBF_02608		Pca regulon regulatory protein	SO:0001217, UniRef:UniRef50_A0A1Q9RA09
contig_7	cds	154988	155809	+	BBGPBF_02609		Shikimate/quinate 5-dehydrogenase	SO:0001217, UniRef:UniRef50_A0A377Z5N3
contig_7	cds	155806	157482	+	BBGPBF_02610		Fumarate reductase/succinate dehydrogenase flavoprotein domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7H4LYQ2
contig_7	cds	157496	157816	+	BBGPBF_02611		hypothetical protein	PFAM:PF07978.19
contig_7	cds	157827	159506	+	BBGPBF_02612		FAD-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_A0A2X3IGN4
contig_7	cds	159581	160399	+	BBGPBF_02613		Xylose isomerase-like TIM barrel domain-containing protein	SO:0001217, UniRef:UniRef50_A0A919HU47
contig_7	cds	160410	161774	+	BBGPBF_02614	pcaK	PcaK	SO:0001217, UniRef:UniRef50_D4GN16
contig_7	cds	162106	163284	+	BBGPBF_02615		1,5-anhydro-D-fructose reductase	SO:0001217, UniRef:UniRef50_A0A0S4FWY4
contig_7	cds	163444	164808	+	BBGPBF_02616	yajR	Inner membrane transport protein YajR	SO:0001217, UniRef:UniRef50_P77726
contig_7	cds	164852	165343	-	BBGPBF_02617		UPF0234 protein YPO3170/y1016/YP_0761	SO:0001217, UniRef:UniRef50_Q8ZC52
contig_7	cds	165535	166446	+	BBGPBF_02618		2-dehydropantoate 2-reductase	SO:0001217, UniRef:UniRef50_P0A9J4
contig_7	cds	166409	167002	+	BBGPBF_02619		Protein/nucleic acid deglycase 3	SO:0001217, UniRef:UniRef50_A0A7S4LVP5
contig_7	cds	167053	167529	+	BBGPBF_02620		hypothetical protein	
contig_7	cds	167596	169044	-	BBGPBF_02621		tRNA sulfurtransferase	SO:0001217, UniRef:UniRef50_P77718
contig_7	cds	169226	169468	+	BBGPBF_02622		Exodeoxyribonuclease 7 small subunit	SO:0001217, UniRef:UniRef50_Q7VLU0
contig_7	cds	169469	170368	+	BBGPBF_02623		Geranyltranstransferase	SO:0001217, UniRef:UniRef50_A0A447U8U7
contig_7	cds	170387	172249	+	BBGPBF_02624		1-deoxy-D-xylulose-5-phosphate synthase	SO:0001217, UniRef:UniRef50_P77488
contig_7	cds	172310	173284	+	BBGPBF_02625	yajO	1-deoxyxylulose-5-phosphate synthase YajO	SO:0001217, UniRef:UniRef50_P77735
contig_7	cds	173330	173833	-	BBGPBF_02626		Phosphatidylglycerophosphatase A	SO:0001217, UniRef:UniRef50_P18200
contig_7	cds	173826	174797	-	BBGPBF_02627		Thiamine-monophosphate kinase	SO:0001217, UniRef:UniRef50_P0AGG0
contig_7	cds	174869	175288	-	BBGPBF_02628	nusB	Transcription antitermination protein NusB	SO:0001217, UniRef:UniRef50_Q0VMI0
contig_7	cds	175308	175778	-	BBGPBF_02629		6,7-dimethyl-8-ribityllumazine synthase	SO:0001217, UniRef:UniRef50_P66038
contig_7	cds	175866	176969	-	BBGPBF_02630	ribD	Riboflavin biosynthesis protein RibD	SO:0001217, UniRef:UniRef50_P25539
contig_7	cds	176973	177422	-	BBGPBF_02631	nrdR	Transcriptional repressor NrdR	SO:0001217, UniRef:UniRef50_A0A520MCV7
contig_7	cds	177570	178109	+	BBGPBF_02632		DUF3251 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A090VTP6
contig_7	cds	178408	179292	+	BBGPBF_02633		Nucleoside-specific channel-forming protein Tsx	SO:0001217, UniRef:UniRef50_P0A927
contig_7	cds	179347	180042	-	BBGPBF_02634		DNA-binding transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A2J4RAR0
contig_7	cds	180066	180431	-	BBGPBF_02635		VOC domain-containing protein	SO:0001217, UniRef:UniRef50_Q7CR38
contig_7	cds	180568	181539	-	BBGPBF_02636	secF	Protein-export membrane protein SecF	SO:0001217, UniRef:UniRef50_A0A0J1H7N9
contig_7	cds	181550	183364	-	BBGPBF_02637	secD	Protein translocase subunit SecD	SO:0001217, UniRef:UniRef50_P0AG90
contig_7	cds	183424	183756	-	BBGPBF_02638	yajC	Sec translocon accessory complex subunit YajC	SO:0001217, UniRef:UniRef50_P57234
contig_7	cds	183779	184906	-	BBGPBF_02639		Queuine tRNA-ribosyltransferase	SO:0001217, UniRef:UniRef50_Q9HXH9
contig_7	cds	185015	186079	-	BBGPBF_02640		S-adenosylmethionine:tRNA ribosyltransferase-isomerase	SO:0001217, UniRef:UniRef50_P0A7F9
contig_7	cds	186335	186916	+	BBGPBF_02641		Acyl carrier protein phosphodiesterase	SO:0001217, UniRef:UniRef50_Q8ZC31
contig_7	cds	187044	187646	+	BBGPBF_02642		Alkyl hydroperoxide reductase C	SO:0001217, UniRef:UniRef50_P57279
contig_7	cds	187993	188436	+	BBGPBF_02643		Ascorbate-specific PTS system EIIA component	SO:0001217, UniRef:UniRef50_A0A0C7KI19
contig_7	cds	188442	188729	+	BBGPBF_02644		Ascorbate-specific phosphotransferase enzyme IIB component	SO:0001217, UniRef:UniRef50_A0A6N2YYU9
contig_7	cds	188750	190141	+	BBGPBF_02645		Ascorbate-specific PTS system EIIC component	SO:0001217, UniRef:UniRef50_A0A485B671
contig_7	cds	190207	191169	+	BBGPBF_02646		Putative kinase	SO:0001217, UniRef:UniRef50_A0A377ZH30
contig_7	cds	191199	192059	+	BBGPBF_02647		Class II fructose-1,6-bisphosphate aldolase	SO:0001217, UniRef:UniRef50_A0A1V2BS88
contig_7	cds	192118	193986	-	BBGPBF_02648		Amidohydrolase 3 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1H2NTL7
contig_7	cds	194011	194556	-	BBGPBF_02649		ABM domain-containing protein	SO:0001217, UniRef:UniRef50_H2J1B9
contig_7	cds	194743	195384	-	BBGPBF_02650		Isochorismatase hydrolase	SO:0001217, UniRef:UniRef50_E8RQX8
contig_7	cds	195651	196553	+	BBGPBF_02651	yhaJ	HTH-type transcriptional regulator YhaJ	SO:0001217, UniRef:UniRef50_A0A483GKW5
contig_7	cds	196550	198367	-	BBGPBF_02652		Maltodextrin glucosidase	SO:0001217, UniRef:UniRef50_P21517
contig_7	cds	198519	199892	-	BBGPBF_02653	ytnA	Uncharacterized amino acid permease YtnA	SO:0001217, UniRef:UniRef50_O34618
contig_7	cds	199979	201298	-	BBGPBF_02654	brnQ	Branched-chain amino acid permease BrnQ	SO:0001217, UniRef:UniRef50_P0AD99
contig_7	cds	201713	203008	-	BBGPBF_02655	phoR	Phosphate regulon sensor protein PhoR	SO:0001217, UniRef:UniRef50_A0A2A2MAD3
contig_7	cds	203030	203719	-	BBGPBF_02656	phoB	Phosphate regulon transcriptional regulatory protein PhoB	SO:0001217, UniRef:UniRef50_A0A1G5SHH9
contig_7	cds	203902	205107	+	BBGPBF_02657		Nuclease SbcCD subunit D	SO:0001217, UniRef:UniRef50_Q080L8
contig_7	cds	205104	208241	+	BBGPBF_02658		Nuclease SbcCD subunit C	SO:0001217, UniRef:UniRef50_P13458
contig_7	cds	208315	209229	-	BBGPBF_02659		Fructokinase	SO:0001217, UniRef:UniRef50_P23917
contig_7	cds	209319	210230	+	BBGPBF_02660	rdgC	Recombination-associated protein RdgC	SO:0001217, UniRef:UniRef50_Q9KU12
contig_7	cds	210302	210586	-	BBGPBF_02661		Pyrimidine/purine nucleoside phosphorylase	SO:0001217, UniRef:UniRef50_P0C037
contig_7	cds	210664	211329	-	BBGPBF_02662	aroM	Protein AroM	SO:0001217, UniRef:UniRef50_P0AE28
contig_7	cds	211595	211786	-	BBGPBF_02663	yaiA	Uncharacterized protein YaiA	SO:0001217, UniRef:UniRef50_P0AAN5
contig_7	cds	211858	212391	-	BBGPBF_02664		Shikimate kinase 2	SO:0001217, UniRef:UniRef50_P10880
contig_7	cds	212719	213429	+	BBGPBF_02665		hypothetical protein	
contig_7	cds	213426	213884	-	BBGPBF_02666		UPF0178 protein CJA_1978	SO:0001217, UniRef:UniRef50_B3PHH8
contig_7	cds	214001	214810	+	BBGPBF_02667		Pyrroline-5-carboxylate reductase	SO:0001217, UniRef:UniRef50_P0A9L8
contig_7	cds	214878	215195	-	BBGPBF_02668		hypothetical protein	PFAM:PF07769.19
contig_7	cds	215287	216702	-	BBGPBF_02669		Alkaline phosphatase	SO:0001217, UniRef:UniRef50_A0A5P1UTU4
contig_7	cds	216807	217067	-	BBGPBF_02670	iraP	Anti-adapter protein IraP	SO:0001217, UniRef:UniRef50_P0AAN9
contig_7	cds	217367	218566	-	BBGPBF_02671		Major facilitator superfamily (MFS) profile domain-containing protein	SO:0001217, UniRef:UniRef50_A8AK88
contig_7	cds	218736	219419	-	BBGPBF_02672		Extensin-like C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_Q8Z8Z5
contig_7	cds	219519	220616	+	BBGPBF_02673		D-alanine--D-alanine ligase A	SO:0001217, UniRef:UniRef50_P0A1F0
contig_7	cds	220649	220852	-	BBGPBF_02674		Inner membrane protein	SO:0001217, UniRef:UniRef50_A0A0H3GK87
contig_7	cds	221105	221407	+	BBGPBF_02675		DUF2755 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2S4MUA2
contig_7	cds	221404	222510	-	BBGPBF_02676	yaiW	Uncharacterized protein YaiW	SO:0001217, UniRef:UniRef50_P77562
contig_7	cds	222529	223749	-	BBGPBF_02677	bacA	Bacteroid development protein BacA	SO:0001217, UniRef:UniRef50_Q08120
contig_7	cds	223867	224400	-	BBGPBF_02678		Isochorismatase	SO:0001217, UniRef:UniRef50_A0A0C7KJ13
contig_7	cds	224599	225759	+	BBGPBF_02679	ampH	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH	SO:0001217, UniRef:UniRef50_A0A485AFX9
contig_7	cds	225866	226840	+	BBGPBF_02680		Delta-aminolevulinic acid dehydratase	SO:0001217, UniRef:UniRef50_P0ACB2
contig_7	cds	227293	229011	+	BBGPBF_02681		L-ornithine N(alpha)-acyltransferase	SO:0001217, UniRef:UniRef50_A4SPD8
contig_7	cds	229174	230025	-	BBGPBF_02682		Alpha-ketoglutarate-dependent taurine dioxygenase	SO:0001217, UniRef:UniRef50_Q88RA3
contig_7	cds	230022	230849	-	BBGPBF_02683	tauC	Taurine transport system permease TauC	SO:0001217, UniRef:UniRef50_A0A2X3FUS7
contig_7	cds	230846	231613	-	BBGPBF_02684	tauB	Taurine import ATP-binding protein TauB	SO:0001217, UniRef:UniRef50_Q47538
contig_7	cds	231625	232587	-	BBGPBF_02685		Taurine-binding periplasmic protein	SO:0001217, UniRef:UniRef50_Q47537
contig_7	cds	232827	233759	-	BBGPBF_02686		Homocysteine methyltransferase	SO:0001217, UniRef:UniRef50_A0A0P7DHA8
contig_7	cds	233746	235155	-	BBGPBF_02687		Amino acid permease/ SLC12A domain-containing protein	SO:0001217, UniRef:UniRef50_K1JLC4
contig_7	cds	235429	236808	+	BBGPBF_02688		Amino acid permease/ SLC12A domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M3ESS2
contig_7	cds	236818	238206	+	BBGPBF_02689		Ethanolamine ammonia-lyase large subunit	SO:0001217, UniRef:UniRef50_A0A090V5H8
contig_7	cds	238203	238979	+	BBGPBF_02690		Ethanolamine ammonia-lyase small subunit	SO:0001217, UniRef:UniRef50_A0A2U1TL99
contig_7	cds	239525	240661	+	BBGPBF_02691		ABC TRANSPORT SYSTEM PERIPLASMIC BINDING PROTEIN	SO:0001217, UniRef:UniRef50_Q7M8R4
contig_7	cds	240681	241580	+	BBGPBF_02692		Branched chain amino acid ABC superfamily ATP binding cassette transporter, membrane protein	SO:0001217, UniRef:UniRef50_A0A828QYT4
contig_7	cds	241580	242629	+	BBGPBF_02693	livH	High-affinity branched-chain amino acid transport system permease protein LivH	SO:0001217, UniRef:UniRef50_A0A1Y0HI15
contig_7	cds	242616	243398	+	BBGPBF_02694		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A1Y1J1H6
contig_7	cds	243391	244086	+	BBGPBF_02695		Branched-chain amino-acid ABC transport system ATP-binding protein	SO:0001217, UniRef:UniRef50_Q0P9N8
contig_7	cds	244203	244373	-	BBGPBF_02696		DNA polymerase IV	SO:0001217, UniRef:UniRef50_A0A3P8J5H4
contig_7	cds	244696	245505	+	BBGPBF_02697		Amino acid ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_U7R0P7
contig_7	cds	245507	246325	+	BBGPBF_02698		ATP-binding component of an ABC superfamily amino acid transporter	SO:0001217, UniRef:UniRef50_A0A084ZSD3
contig_7	cds	246322	247074	+	BBGPBF_02699		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2K9P9E6
contig_7	cds	247064	247753	+	BBGPBF_02700		Amino acid ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A807LG44
contig_7	cds	247757	248467	-	BBGPBF_02701		Pili assembly chaperone N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9P3UEH4
contig_7	cds	248436	250079	-	BBGPBF_02702	ecpD	fimbrial adhesin EcpD	BlastRules:WP_001310578, SO:0001217, UniRef:UniRef50_A0A1C7W196
contig_7	cds	250069	252594	-	BBGPBF_02703	ecpC	putative outer membrane usher protein EcpC	SO:0001217, UniRef:UniRef50_D5CVJ8
contig_7	cds	252620	253288	-	BBGPBF_02704	ecpB	putative fimbrial chaperone EcpB	SO:0001217, UniRef:UniRef50_D5CVJ9
contig_7	cds	253347	253934	-	BBGPBF_02705	ecpA	common pilus major fimbrillin subunit EcpA	BlastRules:WP_000730972, SO:0001217, UniRef:UniRef50_Q8CWB9
contig_7	cds	254009	254551	-	BBGPBF_02706	ecpR	regulator protein EcpR	SO:0001217, UniRef:UniRef50_A0A377DHI1, VFDB:VFC0001, VFDB:VFG002413
contig_7	cds	255400	256242	+	BBGPBF_02707		ATP-binding component of an ABC superfamily phosphonate transporter	SO:0001217, UniRef:UniRef50_A0A084ZKR0
contig_7	cds	256265	257203	+	BBGPBF_02708		Phosphonate ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A220VFK4
contig_7	cds	257270	258142	+	BBGPBF_02709		Inner membrane permease of ABC transporter	SO:0001217, UniRef:UniRef50_A0A0C7KF65
contig_7	cds	258139	259023	+	BBGPBF_02710		hypothetical protein	
contig_8	cds	111	2660	-	BBGPBF_02711		Transposase	SO:0001217, UniRef:UniRef50_A0A380Q048
contig_8	cds	2965	3285	-	BBGPBF_02712		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0K2YQR7
contig_8	cds	3299	4174	-	BBGPBF_02713	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	NCBIProtein:WP_000239590.1, SO:0001217, UniRef:UniRef50_P28585
contig_8	cds	4327	4449	-	BBGPBF_02714		hypothetical protein	
contig_8	cds	4430	5692	-	BBGPBF_02715	tnp	IS1380 family ISEc9 transposase	IS:ISEc9, SO:0001217, UniRef:UniRef50_Q6SJ63
contig_8	cds	6034	6273	+	BBGPBF_02716	feoC	putative [Fe-S]-dependent transcriptional repressor FeoC	SO:0001217, UniRef:UniRef50_P64638
contig_8	cds	6362	6631	-	BBGPBF_02717		DUF1471 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1V2BN20
contig_8	cds	6752	7525	-	BBGPBF_02718		Pimeloyl-[acyl-carrier protein] methyl ester esterase	SO:0001217, UniRef:UniRef50_Q8GHL1
contig_8	cds	7564	8238	+	BBGPBF_02719	yhgH	DNA utilization protein YhgH	SO:0001217, UniRef:UniRef50_P46846
contig_8	cds	8297	8872	+	BBGPBF_02720	nfuA	NfuA family Fe-S biogenesis protein	BlastRules:WP_005410314, BlastRules:WP_009874494, BlastRules:WP_011091592, BlastRules:WP_011126831, BlastRules:WP_011283110, BlastRules:WP_011672727, BlastRules:WP_011737804, BlastRules:WP_041943809, SO:0001217, UniRef:UniRef50_P63020
contig_8	cds	9209	10525	+	BBGPBF_02721		High-affinity gluconate transporter	SO:0001217, UniRef:UniRef50_P39835
contig_8	cds	10628	12721	-	BBGPBF_02722		4-alpha-glucanotransferase	SO:0001217, UniRef:UniRef50_A0A376FGH0
contig_8	cds	12732	15122	-	BBGPBF_02723		Maltodextrin phosphorylase	SO:0001217, UniRef:UniRef50_P00490
contig_8	cds	15747	18452	+	BBGPBF_02724	malT	HTH-type transcriptional regulator MalT	SO:0001217, UniRef:UniRef50_Q8ZJI2
contig_8	cds	18468	19226	-	BBGPBF_02725		DeoR/GlpR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A3E1ZWK6
contig_8	cds	19276	20100	-	BBGPBF_02726		Rhomboid protease GlpG-like protein	SO:0001217, UniRef:UniRef50_A7MGE5
contig_8	cds	20157	20486	-	BBGPBF_02727	glpE	Thiosulfate sulfurtransferase GlpE	SO:0001217, UniRef:UniRef50_Q15ZU3
contig_8	cds	20691	22199	+	BBGPBF_02728		Aerobic glycerol-3-phosphate dehydrogenase	SO:0001217, UniRef:UniRef50_P13035
contig_8	cds	22262	22561	-	BBGPBF_02729	higA1	Antitoxin HigA1	SO:0001217, UniRef:UniRef50_A0A086IJW5
contig_8	cds	22561	22908	-	BBGPBF_02730	relE	Toxin RelE	SO:0001217, UniRef:UniRef50_A0A0F6TTJ4
contig_8	cds	23074	25521	-	BBGPBF_02731		Alpha-1,4 glucan phosphorylase	SO:0001217, UniRef:UniRef50_Q6CZK4
contig_8	cds	25539	26972	-	BBGPBF_02732		Glycogen synthase	SO:0001217, UniRef:UniRef50_Q8ZA78
contig_8	cds	26972	28267	-	BBGPBF_02733		Glucose-1-phosphate adenylyltransferase	SO:0001217, UniRef:UniRef50_P0A6V1
contig_8	cds	28348	30324	-	BBGPBF_02734		Glycogen debranching enzyme	SO:0001217, UniRef:UniRef50_P15067
contig_8	cds	30321	32507	-	BBGPBF_02735	glgB	1,4-alpha-glucan branching enzyme GlgB	SO:0001217, UniRef:UniRef50_Q8GQC5
contig_8	cds	32746	33852	-	BBGPBF_02736		Aspartate-semialdehyde dehydrogenase	SO:0001217, UniRef:UniRef50_P30903
contig_8	cds	34315	35580	-	BBGPBF_02737		Low-affinity gluconate transporter	SO:0001217, UniRef:UniRef50_P0AC96
contig_8	cds	35655	36185	-	BBGPBF_02738		Thermoresistant gluconokinase	SO:0001217, UniRef:UniRef50_P46859
contig_8	cds	36366	37361	-	BBGPBF_02739		Gluconate utilization system Gnt-I transcriptional repressor (LacI-family transcriptional regulator)	SO:0001217, UniRef:UniRef50_A0A367D0G9
contig_8	cds	37476	38171	-	BBGPBF_02740		Qercetin 2,3-dioxygenase	SO:0001217, UniRef:UniRef50_A0A377XB36
contig_8	cds	38293	39330	-	BBGPBF_02741	yhhX	Uncharacterized oxidoreductase YhhX	SO:0001217, UniRef:UniRef50_P46853
contig_8	cds	39595	40248	+	BBGPBF_02742		Ccm domain protein	SO:0001217, UniRef:UniRef50_A0A0H3GZL4
contig_8	ncRNA	40259	40324	-	BBGPBF_02743	ryhB	RyhB RNA	RFAM:RF00057, SO:0000655
contig_8	cds	40476	40964	+	BBGPBF_02744	aaaT	L-amino acid N-acetyltransferase AaaT	SO:0001217, UniRef:UniRef50_P46854
contig_8	cds	41054	42799	-	BBGPBF_02745		Glutathione hydrolase proenzyme	SO:0001217, UniRef:UniRef50_A0A945AJ25
contig_8	cds	42923	43243	+	BBGPBF_02746		DUF2756 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H3FKX6
contig_8	cds	43267	44007	-	BBGPBF_02747		Glycerophosphoryl diester phosphodiesterase	SO:0001217, UniRef:UniRef50_A0A378A256
contig_8	cds	44004	45074	-	BBGPBF_02748	ugpC	sn-glycerol-3-phosphate import ATP-binding protein UgpC	SO:0001217, UniRef:UniRef50_P10907
contig_8	cds	45076	45921	-	BBGPBF_02749	ugpE	sn-glycerol-3-phosphate transport system permease protein UgpE	SO:0001217, UniRef:UniRef50_G0AJA1
contig_8	cds	45918	46805	-	BBGPBF_02750	ugpA	sn-glycerol-3-phosphate transport system permease protein UgpA	SO:0001217, UniRef:UniRef50_Q7CRU3
contig_8	cds	46912	48228	-	BBGPBF_02751	ugpB	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	SO:0001217, UniRef:UniRef50_P0AG80
contig_8	cds	48501	48869	-	BBGPBF_02752		Fido domain-containing protein	SO:0001217, UniRef:UniRef50_A0A645IAZ4
contig_8	cds	48866	49087	-	BBGPBF_02753	yefM	Orphan antitoxin YefM	SO:0001217, UniRef:UniRef50_P40819
contig_8	cds	49251	49964	-	BBGPBF_02754	braG	High-affinity branched-chain amino acid transport ATP-binding protein BraG	SO:0001217, UniRef:UniRef50_P21630
contig_8	cds	49966	50733	-	BBGPBF_02755	livG	high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG	BlastRules:WP_000082101, EC:7.4.2.2, SO:0001217, UniRef:UniRef50_A0A558HEJ3
contig_8	cds	50730	52007	-	BBGPBF_02756	livM	branched chain amino acid ABC transporter permease LivM	BlastRules:WP_000803813, EC:7.4.2.2, SO:0001217, UniRef:UniRef50_A0A962UZ82
contig_8	cds	52004	52930	-	BBGPBF_02757	livH	High-affinity branched-chain amino acid transport system permease protein LivH	SO:0001217, UniRef:UniRef50_P0AEX7
contig_8	cds	52992	54101	-	BBGPBF_02758	livK	high-affinity branched-chain amino acid ABC transporter substrate-binding protein LivK	BlastRules:WP_000822976, SO:0001217, UniRef:UniRef50_A0A919LVJ6
contig_8	cds	54525	54908	+	BBGPBF_02759	panD	PanD regulatory factor	SO:0001217, UniRef:UniRef50_A0A348D723
contig_8	cds	55428	56525	-	BBGPBF_02760	livJ	branched chain amino acid ABC transporter substrate-binding protein LivJ	BlastRules:WP_001021996, SO:0001217, UniRef:UniRef50_A0A919LVJ6
contig_8	cds	56789	58033	-	BBGPBF_02761		Tyrosine-specific transport protein	SO:0001217, UniRef:UniRef50_L8Y380
contig_8	cds	58181	59446	-	BBGPBF_02762		4-aminobutyrate aminotransferase/(S)-3-amino-2-methylpropionate transaminase	SO:0001217, UniRef:UniRef50_A0A7W5ZUU5
contig_8	cds	59565	61088	+	BBGPBF_02763	gabR	Transcriptional regulator GabR	SO:0001217, UniRef:UniRef50_A0A3S4GNJ1
contig_8	cds	61141	61995	-	BBGPBF_02764	rpoH	RNA polymerase sigma factor RpoH	SO:0001217, UniRef:UniRef50_P50511
contig_8	cds	62265	63320	-	BBGPBF_02765	ftsX	Cell division protein FtsX	SO:0001217, UniRef:UniRef50_P0AC30
contig_8	cds	63313	63981	-	BBGPBF_02766	ftsE	Cell division ATP-binding protein FtsE	SO:0001217, UniRef:UniRef50_P44871
contig_8	cds	63984	65507	-	BBGPBF_02767		Cell division protein	SO:0001217, UniRef:UniRef50_A0A379T3Q0
contig_8	cds	65690	66286	+	BBGPBF_02768		Ribosomal RNA small subunit methyltransferase D	SO:0001217, UniRef:UniRef50_A0A853IHG4
contig_8	cds	66276	66551	+	BBGPBF_02769		DUF1145 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A090V3L3
contig_8	cds	66565	66915	-	BBGPBF_02770		hypothetical protein	
contig_8	cds	67066	67692	+	BBGPBF_02771	yhhN	YhhN family protein	SO:0001217, UniRef:UniRef50_I0QMU7
contig_8	cds	67771	69981	+	BBGPBF_02772		Zinc/cadmium/lead-transporting P-type ATPase	SO:0001217, UniRef:UniRef50_P37617
contig_8	cds	70085	70330	-	BBGPBF_02773	tusA	Sulfur carrier protein TusA	SO:0001217, UniRef:UniRef50_Q5QXH9
contig_8	cds	70537	71202	+	BBGPBF_02774		putative queuosine precursor transporter	SO:0001217, UniRef:UniRef50_A0A378NC70
contig_8	cds	71276	71833	+	BBGPBF_02775	dcrB	Inner membrane lipoprotein DcrB	SO:0001217, UniRef:UniRef50_P0AEE1
contig_8	cds	71834	73054	-	BBGPBF_02776		Uncharacterized MFS-type transporter EH105704_07_01300	SO:0001217, UniRef:UniRef50_H5V3K5
contig_8	cds	73188	74237	+	BBGPBF_02777	yhhT	Putative transport protein YhhT	SO:0001217, UniRef:UniRef50_P0AGM0
contig_8	cds	74234	74614	-	BBGPBF_02778	arnF	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF	SO:0001217, UniRef:UniRef50_A0A0H3FNJ2
contig_8	cds	74614	74952	-	BBGPBF_02779	arnE	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE	SO:0001217, UniRef:UniRef50_O52328
contig_8	cds	74949	76604	-	BBGPBF_02780		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-l-arabinose arabinosyl transferase	SO:0001217, UniRef:UniRef50_A0A2X3K597
contig_8	cds	76604	77506	-	BBGPBF_02781	arnD	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD	SO:0001217, UniRef:UniRef50_P76472
contig_8	cds	77503	79488	-	BBGPBF_02782	arnA	Bifunctional polymyxin resistance protein ArnA	SO:0001217, UniRef:UniRef50_P77398
contig_8	cds	79485	80468	-	BBGPBF_02783	arnC	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase ArnC	BlastRules:WP_014906821, SO:0001217, UniRef:UniRef50_P77757
contig_8	cds	80470	81609	-	BBGPBF_02784		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase	SO:0001217, UniRef:UniRef50_Q4KC84
contig_8	cds	82006	82512	-	BBGPBF_02785		Phenolic acid decarboxylase	SO:0001217, UniRef:UniRef50_A5CN25
contig_8	cds	82610	83470	+	BBGPBF_02786	allS	HTH-type transcriptional activator AllS	SO:0001217, UniRef:UniRef50_A0A377LQF9
contig_8	cds	83609	85177	+	BBGPBF_02787		Nickel-binding periplasmic protein	SO:0001217, UniRef:UniRef50_P33590
contig_8	cds	85177	86121	+	BBGPBF_02788		Nickel ABC-transporter, permease protein	SO:0001217, UniRef:UniRef50_A0A2X1JS24
contig_8	cds	86118	86951	+	BBGPBF_02789	nikC	Nickel transport system permease protein NikC	SO:0001217, UniRef:UniRef50_A0A1M5ZI34
