# Annotated with Bakta
# Software: v1.12.1
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_7	cds	177570	178109	+	BBGPBF_02632	276.0	2.7e-94	1.006	0.942	0.806	UniRef:UniRef50_A0A090VTP6
contig_7	cds	178408	179292	+	BBGPBF_02633	478.0	2.2e-169	1.003	0.824	0.766	UniRef:UniRef50_P0A927
contig_7	cds	179347	180042	-	BBGPBF_02634	374.0	3.3e-131	0.983	0.991	0.828	UniRef:UniRef50_A0A2J4RAR0
contig_7	cds	180066	180431	-	BBGPBF_02635	189.0	1.6e-61	0.975	0.868	0.771	UniRef:UniRef50_Q7CR38
contig_7	cds	180568	181539	-	BBGPBF_02636	523.0	4.3e-187	1.0	1.0	0.836	UniRef:UniRef50_A0A0J1H7N9
contig_7	cds	181550	183364	-	BBGPBF_02637	904.0	0.0	0.937	0.867	0.843	UniRef:UniRef50_P0AG90
contig_7	cds	183424	183756	-	BBGPBF_02638	187.0	7.4e-61	1.0	0.833	0.855	UniRef:UniRef50_P57234
contig_7	cds	183779	184906	-	BBGPBF_02639	597.0	4.0e-214	0.992	0.875	0.750	UniRef:UniRef50_Q9HXH9
contig_7	cds	185015	186079	-	BBGPBF_02640	701.0	7.9e-256	1.0	0.903	1.0	UniRef:UniRef50_P0A7F9
contig_7	cds	186335	186916	+	BBGPBF_02641	219.0	7.5e-71	0.990	0.834	0.560	UniRef:UniRef50_Q8ZC31
contig_7	cds	187044	187646	+	BBGPBF_02642	268.0	5.1e-90	1.0	0.913	0.600	UniRef:UniRef50_P57279
contig_7	cds	187993	188436	+	BBGPBF_02643	283.0	1.5e-97	1.0	0.850	1.0	UniRef:UniRef50_A0A0C7KI19
contig_7	cds	188442	188729	+	BBGPBF_02644	184.0	2.3e-60	0.968	0.836	1.0	UniRef:UniRef50_A0A6N2YYU9
contig_7	cds	188750	190141	+	BBGPBF_02645	881.0	0.0	0.991	0.952	1.0	UniRef:UniRef50_A0A485B671
contig_7	cds	190207	191169	+	BBGPBF_02646	567.0	1.1e-204	0.994	0.958	0.903	UniRef:UniRef50_A0A377ZH30
contig_7	cds	191199	192059	+	BBGPBF_02647	556.0	2.9e-201	0.972	0.939	1.0	UniRef:UniRef50_A0A1V2BS88
contig_7	cds	192118	193986	-	BBGPBF_02648	781.0	1.4e-277	0.994	0.845	0.618	UniRef:UniRef50_A0A1H2NTL7
contig_7	cds	194011	194556	-	BBGPBF_02649	362.0	7.1e-128	0.978	0.863	1.0	UniRef:UniRef50_H2J1B9
contig_7	cds	194743	195384	-	BBGPBF_02650	282.0	2.9e-95	0.972	0.900	0.657	UniRef:UniRef50_E8RQX8
contig_7	cds	195651	196553	+	BBGPBF_02651	450.0	9.4e-159	0.997	0.906	0.736	UniRef:UniRef50_A0A483GKW5
contig_7	cds	196550	198367	-	BBGPBF_02652	944.0	0.0	0.995	0.960	0.716	UniRef:UniRef50_P21517
contig_7	cds	198519	199892	-	BBGPBF_02653	742.0	8.8e-269	0.972	0.892	0.845	UniRef:UniRef50_O34618
contig_7	cds	199979	201298	-	BBGPBF_02654	660.0	2.6e-237	0.989	0.948	0.765	UniRef:UniRef50_P0AD99
contig_7	cds	201713	203008	-	BBGPBF_02655	617.0	2.1e-220	1.0	0.960	0.698	UniRef:UniRef50_A0A2A2MAD3
contig_7	cds	203030	203719	-	BBGPBF_02656	272.0	1.5e-90	1.026	0.890	0.570	UniRef:UniRef50_A0A1G5SHH9
contig_7	cds	203902	205107	+	BBGPBF_02657	472.0	3.4e-163	1.0	0.822	0.591	UniRef:UniRef50_Q080L8
contig_7	cds	205104	208241	+	BBGPBF_02658	1030.0	0.0	1.016	1.002	0.589	UniRef:UniRef50_P13458
contig_7	cds	208315	209229	-	BBGPBF_02659	539.0	1.5e-193	0.993	0.863	0.881	UniRef:UniRef50_P23917
contig_7	cds	209319	210230	+	BBGPBF_02660	370.0	1.2e-126	0.987	0.833	0.612	UniRef:UniRef50_Q9KU12
contig_7	cds	210302	210586	-	BBGPBF_02661	188.0	7.7e-62	1.0	0.817	1.0	UniRef:UniRef50_P0C037
contig_7	cds	210664	211329	-	BBGPBF_02662	419.0	3.6e-149	0.991	0.909	1.0	UniRef:UniRef50_P0AE28
contig_7	cds	211595	211786	-	BBGPBF_02663	107.0	1.0e-30	0.984	0.805	0.790	UniRef:UniRef50_P0AAN5
contig_7	cds	211858	212391	-	BBGPBF_02664	194.0	1.2e-61	0.977	0.816	0.595	UniRef:UniRef50_P10880
contig_7	cds	212719	213429	+	BBGPBF_02665	-	-	-	-	-	-
contig_7	cds	213426	213884	-	BBGPBF_02666	180.0	5.8e-57	0.934	0.816	0.613	UniRef:UniRef50_B3PHH8
contig_7	cds	214001	214810	+	BBGPBF_02667	460.0	2.0e-163	0.981	0.830	0.902	UniRef:UniRef50_P0A9L8
contig_7	cds	214878	215195	-	BBGPBF_02668	-	-	-	-	-	-
contig_7	cds	215287	216702	-	BBGPBF_02669	499.0	5.7e-172	1.017	0.894	0.566	UniRef:UniRef50_A0A5P1UTU4
contig_7	cds	216807	217067	-	BBGPBF_02670	99.0	9.3e-27	0.988	0.810	0.635	UniRef:UniRef50_P0AAN9
contig_7	cds	217367	218566	-	BBGPBF_02671	674.0	1.0e-243	0.992	0.876	0.902	UniRef:UniRef50_A8AK88
contig_7	cds	218736	219419	-	BBGPBF_02672	310.0	7.5e-106	0.996	0.908	0.655	UniRef:UniRef50_Q8Z8Z5
contig_7	cds	219519	220616	+	BBGPBF_02673	473.0	2.0e-165	0.989	0.883	0.651	UniRef:UniRef50_P0A1F0
contig_7	cds	220649	220852	-	BBGPBF_02674	141.0	1.7e-44	1.0	1.0	0.985	UniRef:UniRef50_A0A0H3GK87
contig_7	cds	221105	221407	+	BBGPBF_02675	120.0	4.5e-35	0.990	0.868	0.586	UniRef:UniRef50_A0A2S4MUA2
contig_7	cds	221404	222510	-	BBGPBF_02676	397.0	2.1e-135	0.981	0.849	0.587	UniRef:UniRef50_P77562
contig_7	cds	222529	223749	-	BBGPBF_02677	491.0	9.7e-171	1.0	0.855	0.633	UniRef:UniRef50_Q08120
contig_7	cds	223867	224400	-	BBGPBF_02678	332.0	6.6e-116	0.938	0.810	0.988	UniRef:UniRef50_A0A0C7KJ13
contig_7	cds	224599	225759	+	BBGPBF_02679	542.0	1.1e-193	0.806	0.975	0.859	UniRef:UniRef50_A0A485AFX9
contig_7	cds	225866	226840	+	BBGPBF_02680	597.0	1.5e-215	1.0	0.873	0.938	UniRef:UniRef50_P0ACB2
contig_7	cds	227293	229011	+	BBGPBF_02681	776.0	2.9e-278	0.988	0.923	0.658	UniRef:UniRef50_A4SPD8
contig_7	cds	229174	230025	-	BBGPBF_02682	461.0	4.3e-163	0.986	0.811	0.774	UniRef:UniRef50_Q88RA3
contig_7	cds	230022	230849	-	BBGPBF_02683	334.0	9.5e-115	0.876	1.0	0.842	UniRef:UniRef50_A0A2X3FUS7
contig_7	cds	230846	231613	-	BBGPBF_02684	325.0	1.3e-110	0.996	0.891	0.665	UniRef:UniRef50_Q47538
contig_7	cds	231625	232587	-	BBGPBF_02685	461.0	3.6e-162	0.950	0.861	0.773	UniRef:UniRef50_Q47537
contig_7	cds	232827	233759	-	BBGPBF_02686	298.0	1.2e-98	1.055	0.965	0.526	UniRef:UniRef50_A0A0P7DHA8
contig_7	cds	233746	235155	-	BBGPBF_02687	564.0	2.3e-198	0.972	0.936	0.603	UniRef:UniRef50_K1JLC4
contig_7	cds	235429	236808	+	BBGPBF_02688	632.0	2.2e-224	0.989	0.835	0.718	UniRef:UniRef50_A0A3M3ESS2
contig_7	cds	236818	238206	+	BBGPBF_02689	807.0	5.4e-295	0.989	0.987	0.886	UniRef:UniRef50_A0A090V5H8
contig_7	cds	238203	238979	+	BBGPBF_02690	308.0	8.1e-104	0.981	0.872	0.609	UniRef:UniRef50_A0A2U1TL99
contig_7	cds	239525	240661	+	BBGPBF_02691	395.0	1.0e-134	1.019	0.965	0.535	UniRef:UniRef50_Q7M8R4
contig_7	cds	240681	241580	+	BBGPBF_02692	457.0	1.5e-161	1.027	0.968	0.837	UniRef:UniRef50_A0A828QYT4
contig_7	cds	241580	242629	+	BBGPBF_02693	354.0	1.7e-119	0.960	0.898	0.561	UniRef:UniRef50_A0A1Y0HI15
contig_7	cds	242616	243398	+	BBGPBF_02694	505.0	5.1e-182	1.0	0.963	1.0	UniRef:UniRef50_A0A1Y1J1H6
contig_7	cds	243391	244086	+	BBGPBF_02695	266.0	1.0e-88	1.0	0.996	0.597	UniRef:UniRef50_Q0P9N8
contig_7	cds	244203	244373	-	BBGPBF_02696	86.3	9.2e-23	0.982	0.873	0.745	UniRef:UniRef50_A0A3P8J5H4
contig_7	cds	244696	245505	+	BBGPBF_02697	261.0	4.5e-85	0.933	0.820	0.550	UniRef:UniRef50_U7R0P7
contig_7	cds	245507	246325	+	BBGPBF_02698	396.0	1.6e-138	0.897	0.836	0.865	UniRef:UniRef50_A0A084ZSD3
contig_7	cds	246322	247074	+	BBGPBF_02699	304.0	1.2e-102	0.944	0.858	0.653	UniRef:UniRef50_A0A2K9P9E6
contig_7	cds	247064	247753	+	BBGPBF_02700	317.0	1.1e-108	0.983	0.974	0.729	UniRef:UniRef50_A0A807LG44
contig_7	cds	247757	248467	-	BBGPBF_02701	477.0	1.1e-171	1.0	0.959	1.0	UniRef:UniRef50_A0A9P3UEH4
contig_7	cds	248436	250079	-	BBGPBF_02702	1053.0	0.0	1.0	1.0	0.947	BlastRules:WP_001310578
contig_7	cds	250069	252594	-	BBGPBF_02703	1533.0	0.0	1.059	1.0	0.883	UniRef:UniRef50_D5CVJ8
contig_7	cds	252620	253288	-	BBGPBF_02704	399.0	2.0e-141	1.0	0.933	0.910	UniRef:UniRef50_D5CVJ9
contig_7	cds	253347	253934	-	BBGPBF_02705	346.0	1.8e-123	1.0	1.0	0.959	BlastRules:WP_000730972
contig_7	cds	254009	254551	-	BBGPBF_02706	317.0	2.2e-112	1.0	1.0	0.906	VFDB:VFG002413
contig_7	cds	255400	256242	+	BBGPBF_02707	405.0	5.5e-142	0.921	0.905	0.771	UniRef:UniRef50_A0A084ZKR0
contig_7	cds	256265	257203	+	BBGPBF_02708	616.0	4.1e-224	1.0	0.931	1.0	UniRef:UniRef50_A0A220VFK4
contig_7	cds	257270	258142	+	BBGPBF_02709	421.0	1.7e-147	0.983	0.913	0.758	UniRef:UniRef50_A0A0C7KF65
contig_7	cds	258139	259023	+	BBGPBF_02710	-	-	-	-	-	-
contig_8	cds	111	2660	-	BBGPBF_02711	1519.0	0.0	1.0	0.904	0.927	UniRef:UniRef50_A0A380Q048
contig_8	cds	2965	3285	-	BBGPBF_02712	229.0	4.5e-78	1.0	1.0	1.0	UniRef:UniRef50_A0A0K2YQR7
contig_8	cds	3299	4174	-	BBGPBF_02713	-	-	1.0	1.0	1.0	NCBIProtein:WP_000239590.1
contig_8	cds	4327	4449	-	BBGPBF_02714	-	-	-	-	-	-
contig_8	cds	4430	5692	-	BBGPBF_02715	822.0	3.7e-304	1.0	1.0	1.0	IS:ISEc9
contig_8	cds	6034	6273	+	BBGPBF_02716	114.0	2.7e-33	1.0	0.859	0.709	UniRef:UniRef50_P64638
contig_8	cds	6362	6631	-	BBGPBF_02717	167.0	9.9e-54	0.989	0.871	0.989	UniRef:UniRef50_A0A1V2BN20
contig_8	cds	6752	7525	-	BBGPBF_02718	374.0	6.3e-130	1.0	0.908	0.716	UniRef:UniRef50_Q8GHL1
contig_8	cds	7564	8238	+	BBGPBF_02719	276.0	4.2e-92	1.013	0.817	0.621	UniRef:UniRef50_P46846
contig_8	cds	8297	8872	+	BBGPBF_02720	211.0	2.6e-70	1.016	1.010	0.546	BlastRules:WP_005410314
contig_8	cds	9209	10525	+	BBGPBF_02721	764.0	9.2e-278	0.952	0.851	0.995	UniRef:UniRef50_P39835
contig_8	cds	10628	12721	-	BBGPBF_02722	1206.0	0.0	0.841	0.990	0.997	UniRef:UniRef50_A0A376FGH0
contig_8	cds	12732	15122	-	BBGPBF_02723	1370.0	0.0	0.933	0.869	0.902	UniRef:UniRef50_P00490
contig_8	cds	15747	18452	+	BBGPBF_02724	1270.0	0.0	1.003	0.944	0.705	UniRef:UniRef50_Q8ZJI2
contig_8	cds	18468	19226	-	BBGPBF_02725	447.0	3.7e-159	1.0	0.872	0.893	UniRef:UniRef50_A0A3E1ZWK6
contig_8	cds	19276	20100	-	BBGPBF_02726	369.0	9.0e-128	0.996	0.989	0.586	UniRef:UniRef50_A7MGE5
contig_8	cds	20157	20486	-	BBGPBF_02727	142.0	2.4e-43	0.954	0.860	0.644	UniRef:UniRef50_Q15ZU3
contig_8	cds	20691	22199	+	BBGPBF_02728	614.0	3.4e-216	0.974	0.849	0.618	UniRef:UniRef50_P13035
contig_8	cds	22262	22561	-	BBGPBF_02729	180.0	8.8e-59	1.0	0.908	1.0	UniRef:UniRef50_A0A086IJW5
contig_8	cds	22561	22908	-	BBGPBF_02730	172.0	4.8e-55	0.965	0.804	0.730	UniRef:UniRef50_A0A0F6TTJ4
contig_8	cds	23074	25521	-	BBGPBF_02731	1355.0	0.0	1.086	1.0	0.765	UniRef:UniRef50_Q6CZK4
contig_8	cds	25539	26972	-	BBGPBF_02732	552.0	3.0e-193	1.059	1.0	0.545	UniRef:UniRef50_Q8ZA78
contig_8	cds	26972	28267	-	BBGPBF_02733	673.0	2.5e-242	0.958	0.868	0.787	UniRef:UniRef50_P0A6V1
contig_8	cds	28348	30324	-	BBGPBF_02734	1067.0	0.0	1.033	1.0	0.741	UniRef:UniRef50_P15067
contig_8	cds	30321	32507	-	BBGPBF_02735	1262.0	0.0	1.0	0.915	0.793	UniRef:UniRef50_Q8GQC5
contig_8	cds	32746	33852	-	BBGPBF_02736	517.0	1.5e-182	0.995	0.855	0.697	UniRef:UniRef50_P30903
contig_8	cds	34315	35580	-	BBGPBF_02737	462.0	4.3e-159	1.069	0.943	0.544	UniRef:UniRef50_P0AC96
contig_8	cds	35655	36185	-	BBGPBF_02738	247.0	2.1e-82	1.0	0.854	0.682	UniRef:UniRef50_P46859
contig_8	cds	36366	37361	-	BBGPBF_02739	531.0	3.6e-189	1.0	0.860	0.795	UniRef:UniRef50_A0A367D0G9
contig_8	cds	37476	38171	-	BBGPBF_02740	386.0	6.5e-137	0.801	1.0	0.989	UniRef:UniRef50_A0A377XB36
contig_8	cds	38293	39330	-	BBGPBF_02741	596.0	3.7e-214	1.0	0.810	0.829	UniRef:UniRef50_P46853
contig_8	cds	39595	40248	+	BBGPBF_02742	286.0	5.6e-97	0.931	0.867	0.851	UniRef:UniRef50_A0A0H3GZL4
contig_8	ncRNA	40259	40324	-	BBGPBF_02743	86.2	1.6e-13	-	-	-	RFAM:RF00057
contig_8	cds	40476	40964	+	BBGPBF_02744	223.0	1.3e-73	1.0	0.862	0.673	UniRef:UniRef50_P46854
contig_8	cds	41054	42799	-	BBGPBF_02745	608.0	8.1e-212	0.929	0.841	0.593	UniRef:UniRef50_A0A945AJ25
contig_8	cds	42923	43243	+	BBGPBF_02746	61.2	1.8e-11	0.981	0.889	0.606	UniRef:UniRef50_A0A0H3FKX6
contig_8	cds	43267	44007	-	BBGPBF_02747	419.0	2.0e-148	0.963	0.944	0.852	UniRef:UniRef50_A0A378A256
contig_8	cds	44004	45074	-	BBGPBF_02748	621.0	5.6e-224	1.003	0.852	0.899	UniRef:UniRef50_P10907
contig_8	cds	45076	45921	-	BBGPBF_02749	291.0	2.2e-96	0.968	0.858	0.548	UniRef:UniRef50_G0AJA1
contig_8	cds	45918	46805	-	BBGPBF_02750	315.0	1.9e-105	0.986	0.869	0.550	UniRef:UniRef50_Q7CRU3
contig_8	cds	46912	48228	-	BBGPBF_02751	818.0	1.8e-298	1.0	0.816	0.902	UniRef:UniRef50_P0AG80
contig_8	cds	48501	48869	-	BBGPBF_02752	125.0	2.3e-36	1.008	0.891	0.512	UniRef:UniRef50_A0A645IAZ4
contig_8	cds	48866	49087	-	BBGPBF_02753	140.0	1.2e-43	1.0	0.948	0.986	UniRef:UniRef50_P40819
contig_8	cds	49251	49964	-	BBGPBF_02754	387.0	2.2e-135	1.207	0.997	0.738	UniRef:UniRef50_P21630
contig_8	cds	49966	50733	-	BBGPBF_02755	489.0	2.4e-178	1.0	1.0	0.973	BlastRules:WP_000082101
contig_8	cds	50730	52007	-	BBGPBF_02756	762.0	2.3e-280	1.0	1.0	0.946	BlastRules:WP_000803813
contig_8	cds	52004	52930	-	BBGPBF_02757	454.0	1.5e-159	1.227	1.0	0.690	UniRef:UniRef50_P0AEX7
contig_8	cds	52992	54101	-	BBGPBF_02758	661.0	2.5e-242	1.0	1.0	0.902	BlastRules:WP_000822976
contig_8	cds	54525	54908	+	BBGPBF_02759	171.0	1.7e-54	1.0	0.977	0.630	UniRef:UniRef50_A0A348D723
contig_8	cds	55428	56525	-	BBGPBF_02760	694.0	1.5e-255	0.997	0.992	0.959	BlastRules:WP_001021996
contig_8	cds	56789	58033	-	BBGPBF_02761	464.0	1.3e-160	0.976	0.890	0.572	UniRef:UniRef50_L8Y380
contig_8	cds	58181	59446	-	BBGPBF_02762	452.0	9.4e-156	1.002	0.923	0.557	UniRef:UniRef50_A0A7W5ZUU5
contig_8	cds	59565	61088	+	BBGPBF_02763	842.0	2.4e-307	0.834	0.833	1.0	UniRef:UniRef50_A0A3S4GNJ1
contig_8	cds	61141	61995	-	BBGPBF_02764	461.0	4.6e-163	1.180	1.0	0.755	UniRef:UniRef50_P50511
contig_8	cds	62265	63320	-	BBGPBF_02765	660.0	3.0e-239	0.997	0.812	0.997	UniRef:UniRef50_P0AC30
contig_8	cds	63313	63981	-	BBGPBF_02766	363.0	9.7e-127	1.225	1.0	0.717	UniRef:UniRef50_P44871
contig_8	cds	63984	65507	-	BBGPBF_02767	667.0	1.6e-239	0.807	0.953	0.988	UniRef:UniRef50_A0A379T3Q0
contig_8	cds	65690	66286	+	BBGPBF_02768	204.0	5.9e-65	0.939	0.882	0.570	UniRef:UniRef50_A0A853IHG4
contig_8	cds	66276	66551	+	BBGPBF_02769	166.0	2.0e-53	1.0	0.827	0.934	UniRef:UniRef50_A0A090V3L3
contig_8	cds	66565	66915	-	BBGPBF_02770	-	-	-	-	-	-
contig_8	cds	67066	67692	+	BBGPBF_02771	290.0	2.3e-98	0.981	0.843	0.676	UniRef:UniRef50_I0QMU7
contig_8	cds	67771	69981	+	BBGPBF_02772	960.0	0.0	1.197	1.003	0.642	UniRef:UniRef50_P37617
contig_8	cds	70085	70330	-	BBGPBF_02773	113.0	1.2e-32	0.975	0.859	0.608	UniRef:UniRef50_Q5QXH9
contig_8	cds	70537	71202	+	BBGPBF_02774	224.0	2.6e-72	0.878	0.874	0.582	UniRef:UniRef50_A0A378NC70
contig_8	cds	71276	71833	+	BBGPBF_02775	210.0	1.9e-67	1.011	0.846	0.620	UniRef:UniRef50_P0AEE1
contig_8	cds	71834	73054	-	BBGPBF_02776	592.0	1.7e-211	0.968	0.931	0.807	UniRef:UniRef50_H5V3K5
contig_8	cds	73188	74237	+	BBGPBF_02777	601.0	3.4e-216	1.0	0.853	1.0	UniRef:UniRef50_P0AGM0
contig_8	cds	74234	74614	-	BBGPBF_02778	155.0	3.1e-48	0.992	0.940	0.664	UniRef:UniRef50_A0A0H3FNJ2
contig_8	cds	74614	74952	-	BBGPBF_02779	226.0	1.0e-76	1.0	0.941	0.991	UniRef:UniRef50_O52328
contig_8	cds	74949	76604	-	BBGPBF_02780	596.0	7.5e-210	0.864	1.006	0.643	UniRef:UniRef50_A0A2X3K597
contig_8	cds	76604	77506	-	BBGPBF_02781	369.0	1.3e-126	0.973	0.898	0.599	UniRef:UniRef50_P76472
contig_8	cds	77503	79488	-	BBGPBF_02782	1061.0	0.0	0.994	0.894	0.773	UniRef:UniRef50_P77398
contig_8	cds	79485	80468	-	BBGPBF_02783	629.0	3.0e-231	1.0	1.0	0.997	BlastRules:WP_014906821
contig_8	cds	80470	81609	-	BBGPBF_02784	528.0	3.7e-187	0.992	0.979	0.686	UniRef:UniRef50_Q4KC84
contig_8	cds	82006	82512	-	BBGPBF_02785	236.0	1.7e-78	0.940	0.823	0.652	UniRef:UniRef50_A5CN25
contig_8	cds	82610	83470	+	BBGPBF_02786	423.0	1.4e-148	0.993	0.931	0.768	UniRef:UniRef50_A0A377LQF9
contig_8	cds	83609	85177	+	BBGPBF_02787	770.0	2.1e-277	1.0	0.894	0.736	UniRef:UniRef50_P33590
contig_8	cds	85177	86121	+	BBGPBF_02788	474.0	1.0e-168	0.806	0.869	0.988	UniRef:UniRef50_A0A2X1JS24
contig_8	cds	86118	86951	+	BBGPBF_02789	365.0	3.7e-126	0.971	0.900	0.684	UniRef:UniRef50_A0A1M5ZI34
contig_8	cds	86951	87715	+	BBGPBF_02790	450.0	5.3e-160	0.949	0.801	0.967	UniRef:UniRef50_P33593
contig_8	cds	87712	88503	+	BBGPBF_02791	-	-	-	-	-	-
contig_8	cds	88491	88889	+	BBGPBF_02792	-	-	-	-	-	-
contig_8	ncRNA-region	88988	89169	+	-	108.3	7.4e-17	-	-	-	RFAM:RF00380
contig_8	cds	89227	90240	+	BBGPBF_02793	459.0	3.1e-161	0.979	0.904	0.742	UniRef:UniRef50_B4F1B9
contig_8	cds	90280	91428	-	BBGPBF_02794	617.0	4.7e-221	0.995	0.826	0.774	UniRef:UniRef50_A0A090V3N6
contig_8	cds	91703	93199	+	BBGPBF_02795	711.0	1.8e-255	1.008	0.990	0.739	UniRef:UniRef50_A0A389M6F3
contig_8	cds	93255	93590	-	BBGPBF_02796	202.0	3.2e-67	0.991	0.982	0.864	UniRef:UniRef50_A0A2I0FWM0
contig_8	cds	93973	94410	+	BBGPBF_02797	265.0	1.5e-90	1.0	0.824	0.903	UniRef:UniRef50_P44880
contig_8	cds	94667	96139	+	BBGPBF_02798	946.0	0.0	1.0	0.948	1.0	UniRef:UniRef50_P36837
contig_8	cds	96283	97035	-	BBGPBF_02799	395.0	5.3e-139	0.980	0.925	0.812	UniRef:UniRef50_C5WC51
contig_8	cds	97043	99085	-	BBGPBF_02800	976.0	0.0	1.0	0.965	0.685	UniRef:UniRef50_A0A0A8VD67
contig_8	cds	99268	100539	-	BBGPBF_02801	419.0	2.8e-142	0.927	0.843	0.587	UniRef:UniRef50_A0A379SN44
contig_8	cds	100733	101575	+	BBGPBF_02802	469.0	2.6e-166	1.0	0.833	0.793	UniRef:UniRef50_P37634
contig_8	cds	101648	103000	+	BBGPBF_02803	857.0	7.1e-315	0.998	0.972	0.931	UniRef:UniRef50_P06715
contig_8	cds	103054	103677	-	BBGPBF_02804	416.0	4.3e-148	1.0	0.870	0.971	UniRef:UniRef50_A0A485CQJ2
contig_8	cds	103759	104952	+	BBGPBF_02805	761.0	6.8e-279	1.0	0.973	0.987	UniRef:UniRef50_A0A486USW7
contig_8	cds	105192	106844	+	BBGPBF_02806	910.0	0.0	0.947	0.839	0.827	UniRef:UniRef50_P62601
contig_8	cds	106911	107444	+	BBGPBF_02807	216.0	1.7e-70	0.966	0.914	0.602	UniRef:UniRef50_A0A1V2BNV3
contig_8	cds	107479	108237	-	BBGPBF_02808	282.0	1.0e-93	1.155	0.993	0.557	UniRef:UniRef50_A0A1E7W8M5
contig_8	cds	108357	109256	+	BBGPBF_02809	429.0	1.0e-150	1.0	0.997	0.706	UniRef:UniRef50_A9MLK3
contig_8	cds	109363	110394	+	BBGPBF_02810	538.0	1.3e-193	0.825	0.993	0.996	UniRef:UniRef50_A0A2X2T9S9
contig_8	cds	110666	111988	+	BBGPBF_02811	734.0	8.7e-266	1.166	1.0	0.795	UniRef:UniRef50_P37643
contig_8	cds	112026	114077	-	BBGPBF_02812	770.0	1.0e-271	1.129	1.0	0.516	UniRef:UniRef50_A0A1Q8T4T2
contig_8	cds	114272	115201	+	BBGPBF_02813	466.0	2.6e-164	0.994	0.867	0.743	UniRef:UniRef50_A0A7K3W7M9
contig_8	cds	115256	116758	-	BBGPBF_02814	964.0	0.0	1.046	1.0	0.950	UniRef:UniRef50_P37648
contig_8	cds	116978	118264	-	BBGPBF_02815	690.0	8.1e-250	0.972	0.967	0.873	UniRef:UniRef50_A0A097R7G0
contig_8	cds	118421	120427	-	BBGPBF_02816	923.0	0.0	0.988	0.922	0.715	UniRef:UniRef50_P37649
contig_8	cds	120670	124149	-	BBGPBF_02817	1471.0	0.0	1.025	1.0	0.665	UniRef:UniRef50_Q8ZLB8
contig_8	cds	124131	125240	-	BBGPBF_02818	451.0	5.7e-157	1.0	0.920	0.591	UniRef:UniRef50_P37651
contig_8	cds	125244	127547	-	BBGPBF_02819	1091.0	0.0	0.979	0.870	0.718	UniRef:UniRef50_P37652
contig_8	cds	127600	130218	-	BBGPBF_02820	995.0	0.0	1.003	0.989	0.557	UniRef:UniRef50_A0A7U7ERY7
contig_8	cds	130215	130946	-	BBGPBF_02821	337.0	4.1e-116	0.988	0.934	0.679	UniRef:UniRef50_I2B428
contig_8	cds	130958	131146	-	BBGPBF_02822	-	-	-	-	-	-
contig_8	cds	131315	132868	+	BBGPBF_02823	668.0	1.4e-237	0.938	0.880	0.652	UniRef:UniRef50_P37657
contig_8	cds	132868	133065	+	BBGPBF_02824	-	-	-	-	-	-
contig_8	cds	133062	134741	+	BBGPBF_02825	845.0	7.7e-306	0.995	0.894	0.741	UniRef:UniRef50_P37659
contig_8	cds	134849	135850	-	BBGPBF_02826	609.0	1.3e-220	0.919	0.852	0.954	UniRef:UniRef50_P18336
contig_8	cds	135862	136338	-	BBGPBF_02827	179.0	1.4e-56	0.987	0.963	0.526	UniRef:UniRef50_A0A0L0ATV5
contig_8	cds	136338	140390	-	BBGPBF_02828	1319.0	0.0	1.015	0.991	0.532	UniRef:UniRef50_A0A2G8ELM6
contig_8	cds	140387	142822	-	BBGPBF_02829	1488.0	0.0	0.980	0.915	0.965	UniRef:UniRef50_A0A6I6E7M1
contig_8	cds	142893	144926	-	BBGPBF_02830	707.0	8.4e-247	0.939	0.811	0.555	UniRef:UniRef50_A0A377YVQ0
contig_8	cds	144946	145749	-	BBGPBF_02831	469.0	1.2e-167	0.914	0.887	0.992	UniRef:UniRef50_H5UZU7
contig_8	cds	145740	146279	-	BBGPBF_02832	176.0	6.7e-55	0.950	0.939	0.771	UniRef:UniRef50_A0AAI8NLT2
contig_8	cds	146794	147807	-	BBGPBF_02833	645.0	3.3e-237	0.991	1.0	0.964	BlastRules:WP_000107012
contig_8	cds	147804	148787	-	BBGPBF_02834	428.0	9.4e-150	0.972	0.988	0.682	UniRef:UniRef50_A0A2X3JYC5
contig_8	cds	148798	149700	-	BBGPBF_02835	497.0	1.1e-176	0.990	0.823	0.929	UniRef:UniRef50_P0AEG1
contig_8	cds	149710	150729	-	BBGPBF_02836	622.0	4.9e-225	1.0	0.890	0.941	UniRef:UniRef50_P0AEF8
contig_8	cds	150864	152471	-	BBGPBF_02837	941.0	0.0	0.991	0.904	0.849	UniRef:UniRef50_P33950
contig_8	ncRNA-region	153187	153320	-	-	100.3	4.7e-15	-	-	-	RFAM:RF00391
contig_8	tRNA	153354	153430	-	BBGPBF_02838	76.0	-	-	-	-	-
contig_8	cds	153550	154734	-	BBGPBF_02839	-	-	-	-	-	-
contig_8	cds	155134	156807	-	BBGPBF_02840	764.0	3.7e-274	0.995	0.941	0.661	UniRef:UniRef50_P37661
contig_8	cds	157050	158255	-	BBGPBF_02841	571.0	1.7e-204	0.850	0.969	0.894	UniRef:UniRef50_A0A377BUR8
