locus_tag	ftype	length_bp	gene	EC_number	COG	product
MFCJNMFM_02606	CDS	429				hypothetical protein
MFCJNMFM_02607	CDS	1113	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
MFCJNMFM_02608	CDS	756				hypothetical protein
MFCJNMFM_02609	CDS	1080	opd	3.1.8.1		Parathion hydrolase
MFCJNMFM_02610	CDS	1002	rbsC_1		COG1172	Ribose import permease protein RbsC
MFCJNMFM_02611	CDS	783	frcA	7.5.2.-		Fructose import ATP-binding protein FrcA
MFCJNMFM_02612	CDS	1023	rbsR_1		COG1609	Ribose operon repressor
MFCJNMFM_02613	CDS	954	rbsB_1		COG1879	Ribose import binding protein RbsB
MFCJNMFM_02614	CDS	873	rbsK_1	2.7.1.15		Ribokinase
MFCJNMFM_02615	CDS	846				hypothetical protein
MFCJNMFM_02616	CDS	645	tenA_2	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
MFCJNMFM_02617	CDS	873				hypothetical protein
MFCJNMFM_02618	CDS	450	kbp		COG1652	Potassium binding protein Kbp
MFCJNMFM_02619	CDS	1392	pgtP			Phosphoglycerate transporter protein
MFCJNMFM_02620	CDS	1221	pgtC			Phosphoglycerate transport regulatory protein PgtC
MFCJNMFM_02621	CDS	1995	pgtB	2.7.13.3		Phosphoglycerate transport system sensor protein PgtB
MFCJNMFM_02622	CDS	1251	dctD		COG2204	C4-dicarboxylate transport transcriptional regulatory protein DctD
MFCJNMFM_02623	CDS	519				hypothetical protein
MFCJNMFM_02624	CDS	909	pgrR_3		COG0583	HTH-type transcriptional regulator PgrR
MFCJNMFM_02625	CDS	987	yajO_2	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
MFCJNMFM_02626	CDS	1182				hypothetical protein
MFCJNMFM_02627	CDS	945		3.1.1.-		Lactonase drp35
MFCJNMFM_02628	CDS	1038	yajO_3	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
MFCJNMFM_02629	CDS	1503	gabR_3		COG1167	HTH-type transcriptional regulatory protein GabR
MFCJNMFM_02630	CDS	966	tehA_2		COG1275	Tellurite resistance protein TehA
MFCJNMFM_02631	CDS	747				hypothetical protein
MFCJNMFM_02632	CDS	1338	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
MFCJNMFM_02633	CDS	1443	bglH_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
MFCJNMFM_02634	CDS	651				ISNCY family transposase ISBcen27
MFCJNMFM_02635	CDS	231				hypothetical protein
MFCJNMFM_02636	CDS	774	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
MFCJNMFM_02637	CDS	1506	xylB_5	2.7.1.17		Xylulose kinase
MFCJNMFM_02638	CDS	714	deoC_1	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
MFCJNMFM_02639	CDS	801	srlR_4		COG1349	Glucitol operon repressor
MFCJNMFM_02640	CDS	690	alsE_2	5.1.3.-	COG0036	D-allulose-6-phosphate 3-epimerase
MFCJNMFM_02641	CDS	942	rbsK_2	2.7.1.15	COG0524	Ribokinase
MFCJNMFM_02642	CDS	1335	fucP_2		COG0738	L-fucose-proton symporter
MFCJNMFM_02643	CDS	390				hypothetical protein
MFCJNMFM_02644	CDS	1557	fcs	6.2.1.34		Feruloyl-CoA synthase
MFCJNMFM_02645	CDS	1593	carA_1	2.8.3.23		Caffeate CoA-transferase
MFCJNMFM_02646	CDS	735	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MFCJNMFM_02647	CDS	1191	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
MFCJNMFM_02648	CDS	1338	ttuB_2			Putative tartrate transporter
MFCJNMFM_02649	CDS	879	xylC	3.1.1.110	COG3386	D-xylonolactone lactonase
MFCJNMFM_02650	CDS	1371	exuT_3		COG2271	Hexuronate transporter
MFCJNMFM_02651	CDS	1176	garK_3	2.7.1.165	COG1929	Glycerate 2-kinase
MFCJNMFM_02652	CDS	1158	cdaR_1		COG3835	Carbohydrate diacid regulator
MFCJNMFM_02653	CDS	876	ykwC	1.1.-.-	COG2084	putative oxidoreductase YkwC
MFCJNMFM_02654	CDS	885	cynR_5		COG0583	HTH-type transcriptional regulator CynR
MFCJNMFM_02655	CDS	744				hypothetical protein
MFCJNMFM_02656	CDS	699	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
MFCJNMFM_02657	CDS	1533	malP_5		COG1263	PTS system maltose-specific EIICB component
MFCJNMFM_02658	CDS	1329	malH	3.2.1.122		Maltose-6'-phosphate glucosidase
MFCJNMFM_02659	CDS	1446	iolT		COG2814	Major myo-inositol transporter IolT
MFCJNMFM_02660	CDS	444	fruB_2			Multiphosphoryl transfer protein
MFCJNMFM_02661	CDS	240				hypothetical protein
MFCJNMFM_02662	CDS	141				hypothetical protein
MFCJNMFM_02663	CDS	930	iroE	3.1.1.107	COG2819	Apo-salmochelin esterase
MFCJNMFM_02664	CDS	1656			COG3300	putative signaling protein
MFCJNMFM_02665	CDS	249				hypothetical protein
MFCJNMFM_02666	CDS	219				hypothetical protein
MFCJNMFM_02667	CDS	783	map_1	3.4.11.18		Methionine aminopeptidase
MFCJNMFM_02668	CDS	288				hypothetical protein
MFCJNMFM_02669	CDS	564	fimA			Type-1 fimbrial protein, A chain
MFCJNMFM_02670	CDS	696	yraI		COG3121	putative fimbrial chaperone YraI
MFCJNMFM_02671	CDS	2502	fimD_1		COG3188	Outer membrane usher protein FimD
MFCJNMFM_02672	CDS	1005	mrkD_2			Fimbria adhesin protein
MFCJNMFM_02673	CDS	1293	digH	3.2.1.-	COG1649	Glycosyl hydrolase DigH
MFCJNMFM_02674	CDS	1323	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
MFCJNMFM_02675	CDS	288	hipB		COG1396	Antitoxin HipB
MFCJNMFM_02676	CDS	327	pucM	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
MFCJNMFM_02677	CDS	501	uao			Uric acid degradation bifunctional protein
MFCJNMFM_02678	CDS	1380	xanP_2		COG2233	Xanthine permease XanP
MFCJNMFM_02679	CDS	1155	hpxO	1.14.13.113		FAD-dependent urate hydroxylase
MFCJNMFM_02680	CDS	924	argP_3			HTH-type transcriptional regulator ArgP
MFCJNMFM_02681	CDS	1038	ndmA	1.14.13.178		Methylxanthine N1-demethylase NdmA
MFCJNMFM_02682	CDS	975	mdpK	1.-.-.-		Tert-butanol monooxygenase / tert-amyl alcohol desaturase reductase subunit
MFCJNMFM_02683	CDS	1239	nepI_2		COG2814	Purine ribonucleoside efflux pump NepI
MFCJNMFM_02684	CDS	945	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
MFCJNMFM_02685	CDS	756				hypothetical protein
MFCJNMFM_02686	CDS	312				hypothetical protein
MFCJNMFM_02687	CDS	264				hypothetical protein
MFCJNMFM_02688	CDS	1029	vldW_2	1.14.11.52		Validamycin A dioxygenase
MFCJNMFM_02689	CDS	807	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
MFCJNMFM_02690	CDS	792	metN2	7.4.2.11	COG1135	Methionine import ATP-binding protein MetN 2
MFCJNMFM_02691	CDS	672	metI_2		COG2011	D-methionine transport system permease protein MetI
MFCJNMFM_02692	CDS	1059	pnoA	1.13.12.-		Nitronate monooxygenase
MFCJNMFM_02693	CDS	846	gltR_2		COG0583	HTH-type transcriptional regulator GltR
MFCJNMFM_02694	CDS	513				hypothetical protein
MFCJNMFM_02695	CDS	636				hypothetical protein
MFCJNMFM_02696	CDS	423	yycE		COG0346	putative protein YycE
MFCJNMFM_02697	CDS	1188	yhhS_2		COG0477	putative MFS-type transporter YhhS
MFCJNMFM_02698	CDS	291				hypothetical protein
MFCJNMFM_02699	CDS	762	tam	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
MFCJNMFM_02700	CDS	321				hypothetical protein
MFCJNMFM_02701	CDS	381				hypothetical protein
MFCJNMFM_02702	CDS	483	hcpA_3			Major exported protein
MFCJNMFM_02703	CDS	195				hypothetical protein
MFCJNMFM_02704	CDS	717				hypothetical protein
MFCJNMFM_02705	CDS	99				hypothetical protein
MFCJNMFM_02706	CDS	447				hypothetical protein
MFCJNMFM_02707	CDS	1452	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
MFCJNMFM_02708	CDS	531	ttr	2.3.1.-		Acetyltransferase
MFCJNMFM_02709	CDS	1425				hypothetical protein
MFCJNMFM_02710	CDS	369				hypothetical protein
MFCJNMFM_02711	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
MFCJNMFM_02712	CDS	1389	sad_1	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
MFCJNMFM_02713	CDS	879	gltR_3		COG0583	HTH-type transcriptional regulator GltR
MFCJNMFM_02714	CDS	483				hypothetical protein
MFCJNMFM_02715	CDS	945	ldh1	1.1.1.27		L-lactate dehydrogenase 1
MFCJNMFM_02716	CDS	762	glcR_3		COG1349	HTH-type transcriptional repressor GlcR
MFCJNMFM_02717	CDS	987	pdxA2_1	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
MFCJNMFM_02718	CDS	1236	dtnK	2.7.1.219	COG3395	D-threonate kinase
MFCJNMFM_02719	CDS	1149	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
MFCJNMFM_02720	CDS	885	dapA_3	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
MFCJNMFM_02721	CDS	951		1.1.1.81	COG1052	Hydroxypyruvate reductase
MFCJNMFM_02722	CDS	1320	gudP_2		COG2271	putative galactarate/D-glucarate transporter GudP
MFCJNMFM_02723	CDS	795	yddE	5.1.-.-	COG0384	putative isomerase YddE
MFCJNMFM_02724	CDS	1200	sotB_1		COG2814	Sugar efflux transporter
MFCJNMFM_02725	CDS	669				hypothetical protein
MFCJNMFM_02726	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
MFCJNMFM_02727	CDS	375	marA		COG4977	Multiple antibiotic resistance protein MarA
MFCJNMFM_02728	CDS	219				hypothetical protein
MFCJNMFM_02729	CDS	900	eamA		COG0697	putative amino-acid metabolite efflux pump
MFCJNMFM_02730	CDS	1197				hypothetical protein
MFCJNMFM_02731	CDS	483				hypothetical protein
MFCJNMFM_02732	CDS	699	livF_3		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
MFCJNMFM_02733	CDS	798	livF_4		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
MFCJNMFM_02734	CDS	1074				hypothetical protein
MFCJNMFM_02735	CDS	1575				hypothetical protein
MFCJNMFM_02736	CDS	1272	amiC_2			Aliphatic amidase expression-regulating protein
MFCJNMFM_02737	CDS	1104				hypothetical protein
MFCJNMFM_02738	CDS	399				hypothetical protein
MFCJNMFM_02739	CDS	1098	rhaS_4			HTH-type transcriptional activator RhaS
MFCJNMFM_02740	CDS	219				hypothetical protein
MFCJNMFM_02741	CDS	441				hypothetical protein
MFCJNMFM_02742	CDS	1065	lacI_1		COG1609	Lactose operon repressor
MFCJNMFM_02743	CDS	3108	lacZ	3.2.1.23	COG3250	Beta-galactosidase
MFCJNMFM_02744	CDS	1266	lacY		COG2223	Lactose permease
MFCJNMFM_02745	CDS	1089				hypothetical protein
MFCJNMFM_02746	CDS	261				hypothetical protein
MFCJNMFM_02747	CDS	861	bla_2	3.5.2.6		Beta-lactamase SHV-1
MFCJNMFM_02748	CDS	762	glpR_3		COG1349	Glycerol-3-phosphate regulon repressor
MFCJNMFM_02749	CDS	903	ltnD	1.1.1.411	COG2084	L-threonate dehydrogenase
MFCJNMFM_02750	CDS	1266	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
MFCJNMFM_02751	CDS	621	otnC	4.1.1.104	COG0235	3-oxo-tetronate 4-phosphate decarboxylase
MFCJNMFM_02752	CDS	783	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
MFCJNMFM_02753	CDS	1365	ygbN		COG2610	Inner membrane permease YgbN
MFCJNMFM_02754	CDS	942	rob_1		COG2207	Right origin-binding protein
MFCJNMFM_02755	CDS	612				hypothetical protein
MFCJNMFM_02756	CDS	1218	bluF_1		COG2200	Blue light- and temperature-regulated antirepressor BluF
MFCJNMFM_02757	CDS	513	pncC_3	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
MFCJNMFM_02758	CDS	474	ibpB_2			Small heat shock protein IbpB
MFCJNMFM_02759	CDS	105				hypothetical protein
MFCJNMFM_02760	CDS	636				hypothetical protein
MFCJNMFM_02761	CDS	675	yedK	4.-.-.-	COG2135	Abasic site processing protein YedK
MFCJNMFM_02762	CDS	843	nimR_4		COG2207	HTH-type transcriptional regulator NimR
MFCJNMFM_02763	CDS	387				hypothetical protein
MFCJNMFM_02764	CDS	2046	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
MFCJNMFM_02765	CDS	750	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
MFCJNMFM_02766	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
MFCJNMFM_02767	CDS	432	uspG_1		COG0589	Universal stress protein UP12
MFCJNMFM_02768	CDS	1464	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
MFCJNMFM_02769	CDS	1284	lgoT_2		COG2271	putative L-galactonate transporter
MFCJNMFM_02770	CDS	327				hypothetical protein
MFCJNMFM_02771	CDS	342				hypothetical protein
MFCJNMFM_02772	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
MFCJNMFM_02773	CDS	711				hypothetical protein
MFCJNMFM_02774	CDS	270	ynfD			putative protein YnfD
MFCJNMFM_02775	CDS	2436	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
MFCJNMFM_02776	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
MFCJNMFM_02777	CDS	858	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
MFCJNMFM_02778	CDS	609	dmsD		COG3381	Tat proofreading chaperone DmsD
MFCJNMFM_02779	CDS	1296	clcB_2		COG0038	Voltage-gated ClC-type chloride channel ClcB
MFCJNMFM_02780	CDS	696	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
MFCJNMFM_02781	CDS	1224	mlc		COG1940	DNA-binding transcriptional repressor Mlc
MFCJNMFM_02782	CDS	903	hcaR		COG0583	Hca operon transcriptional activator HcaR
MFCJNMFM_02783	CDS	1251	ynfM		COG2814	Inner membrane transport protein YnfM
MFCJNMFM_02784	CDS	1488		3.4.17.19	COG2317	Thermostable carboxypeptidase 1
MFCJNMFM_02785	CDS	372				hypothetical protein
MFCJNMFM_02786	CDS	105				hypothetical protein
MFCJNMFM_02787	CDS	813	ydgD	3.4.21.-	COG3591	putative serine protease YdgD
MFCJNMFM_02788	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
MFCJNMFM_02789	CDS	363	mdtJ_1		COG2076	Spermidine export protein MdtJ
MFCJNMFM_02790	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
MFCJNMFM_02791	CDS	1656	madA	2.3.1.187		Acetyl-S-ACP:malonate ACP transferase
MFCJNMFM_02792	CDS	843	citG_1	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
MFCJNMFM_02793	CDS	300	mdcC			Malonate decarboxylase acyl carrier protein
MFCJNMFM_02794	CDS	834	madC	2.1.3.10		Malonyl-S-ACP:biotin-protein carboxyltransferase MADC
MFCJNMFM_02795	CDS	801				hypothetical protein
MFCJNMFM_02796	CDS	960				hypothetical protein
MFCJNMFM_02797	CDS	618	mdcG	2.7.7.66		Phosphoribosyl-dephospho-CoA transferase
MFCJNMFM_02798	CDS	903	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
MFCJNMFM_02799	CDS	927				hypothetical protein
MFCJNMFM_02800	CDS	1647	mqo_2	1.1.5.4	COG0579	Malate:quinone oxidoreductase
MFCJNMFM_02801	CDS	921	murQ_2	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
MFCJNMFM_02802	CDS	357				hypothetical protein
MFCJNMFM_02803	CDS	1617	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
MFCJNMFM_02804	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
MFCJNMFM_02805	CDS	951	apbE_2	2.7.1.180	COG1477	FAD:protein FMN transferase
MFCJNMFM_02806	CDS	2778		1.3.1.6		NADH:fumarate oxidoreductase
MFCJNMFM_02807	CDS	1434	ttdT		COG0471	L-tartrate/succinate antiporter
MFCJNMFM_02808	CDS	1653	fumB_1	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
MFCJNMFM_02809	CDS	1617				hypothetical protein
MFCJNMFM_02810	CDS	390				hypothetical protein
MFCJNMFM_02811	CDS	765	catD	3.1.1.24	COG2021	3-oxoadipate enol-lactonase 2
MFCJNMFM_02812	CDS	1353	pcaB	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
MFCJNMFM_02813	CDS	1203	pcaF	2.3.1.174	COG0183	Beta-ketoadipyl-CoA thiolase
MFCJNMFM_02814	CDS	657	pcaJ	2.8.3.6	COG2057	3-oxoadipate CoA-transferase subunit B
MFCJNMFM_02815	CDS	687	pcaI	2.8.3.6		3-oxoadipate CoA-transferase subunit A
MFCJNMFM_02816	CDS	807	pcaR_2		COG1414	Pca regulon regulatory protein
MFCJNMFM_02817	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
MFCJNMFM_02818	CDS	909	tsaR_3			HTH-type transcriptional regulator TsaR
MFCJNMFM_02819	CDS	1311	iaaspH	3.5.1.134		Indole-3-acetyl-aspartic acid hydrolase
MFCJNMFM_02820	CDS	1446	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
MFCJNMFM_02821	CDS	1527	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
MFCJNMFM_02822	CDS	159				hypothetical protein
MFCJNMFM_02823	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
MFCJNMFM_02824	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
MFCJNMFM_02825	CDS	951	uspE			Universal stress protein E
MFCJNMFM_02826	CDS	222				hypothetical protein
MFCJNMFM_02827	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
MFCJNMFM_02828	CDS	1530	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
MFCJNMFM_02829	CDS	951	ydgH			Protein YdgH
MFCJNMFM_02830	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
MFCJNMFM_02831	CDS	723	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
MFCJNMFM_02832	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
MFCJNMFM_02833	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
MFCJNMFM_02834	CDS	315				hypothetical protein
MFCJNMFM_02835	CDS	363				hypothetical protein
MFCJNMFM_02836	CDS	1302	rstB_2	2.7.13.3	COG2205	Sensor protein RstB
MFCJNMFM_02837	CDS	933	tus_1			DNA replication terminus site-binding protein
MFCJNMFM_02838	CDS	1401	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
MFCJNMFM_02839	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
MFCJNMFM_02840	CDS	1179	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
MFCJNMFM_02841	CDS	1527	ydgA		COG5339	Protein YdgA
MFCJNMFM_02842	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
MFCJNMFM_02843	CDS	1593	malX		COG1263	PTS system maltose-specific EIICB component
MFCJNMFM_02844	CDS	1173	malY		COG1168	Protein MalY
MFCJNMFM_02845	CDS	1029	cmaX		COG0598	Divalent cation transporter CmaX
MFCJNMFM_02846	CDS	204	ydfZ			Putative selenoprotein YdfZ
MFCJNMFM_02847	CDS	480				hypothetical protein
MFCJNMFM_02848	CDS	354				hypothetical protein
MFCJNMFM_02849	CDS	1209	yedE		COG2391	putative transporter YedE
MFCJNMFM_02850	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
MFCJNMFM_02851	CDS	393	ydfO		COG5562	putative protein YdfO
MFCJNMFM_02852	CDS	159				hypothetical protein
MFCJNMFM_02853	CDS	999	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
MFCJNMFM_02854	CDS	1440	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
MFCJNMFM_02855	CDS	801	ydcF		COG1434	Protein YdcF
MFCJNMFM_02856	CDS	1326	shiA_2		COG0477	Shikimate transporter
MFCJNMFM_02857	CDS	1431	cycA_1		COG1113	D-serine/D-alanine/glycine transporter
MFCJNMFM_02858	CDS	996	astE_1	3.5.1.96	COG2988	Succinylglutamate desuccinylase
MFCJNMFM_02859	CDS	1341	astB_1	3.5.3.23	COG3724	N-succinylarginine dihydrolase
MFCJNMFM_02860	CDS	1467	astD_1	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
MFCJNMFM_02861	CDS	1023	astA_1	2.3.1.109	COG3138	Arginine N-succinyltransferase
MFCJNMFM_02862	CDS	1206	astC_1	2.6.1.81	COG4992	Succinylornithine transaminase
MFCJNMFM_02863	CDS	1275	gdhA_1	1.4.1.3	COG0334	Glutamate dehydrogenase
MFCJNMFM_02864	CDS	999	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
MFCJNMFM_02865	CDS	948	pgrR_4		COG0583	HTH-type transcriptional regulator PgrR
MFCJNMFM_02866	CDS	432	slyA_2			Transcriptional regulator SlyA
MFCJNMFM_02867	CDS	1653				hypothetical protein
MFCJNMFM_02868	CDS	1086	emrA_2			Colistin resistance protein EmrA
MFCJNMFM_02869	CDS	1380	oprM_2			Outer membrane protein OprM
MFCJNMFM_02870	CDS	660		2.1.1.6	COG4122	Catechol O-methyltransferase
MFCJNMFM_02871	CDS	3903	hrpA	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpA
MFCJNMFM_02872	CDS	606	azoR_2	1.6.5.-	COG1182	FMN-dependent NADH:quinone oxidoreductase
MFCJNMFM_02873	CDS	408				hypothetical protein
MFCJNMFM_02874	CDS	597	caiE			Carnitine operon protein CaiE
MFCJNMFM_02875	CDS	936	paaX		COG3327	Transcriptional repressor PaaX
MFCJNMFM_02876	CDS	1317	paaK	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
MFCJNMFM_02877	CDS	1206	paaJ	2.3.1.174	COG0183	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase
MFCJNMFM_02878	CDS	423	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
MFCJNMFM_02879	CDS	1422	paaH	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
MFCJNMFM_02880	CDS	789	paaG	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
MFCJNMFM_02881	CDS	768	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
MFCJNMFM_02882	CDS	1071	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
MFCJNMFM_02883	CDS	498	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
MFCJNMFM_02884	CDS	756	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
MFCJNMFM_02885	CDS	288	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
MFCJNMFM_02886	CDS	930	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
MFCJNMFM_02887	CDS	2046	paaZ		COG1012	Bifunctional protein PaaZ
MFCJNMFM_02888	CDS	2268	maoA	1.4.3.21		Primary amine oxidase
MFCJNMFM_02889	CDS	951				hypothetical protein
MFCJNMFM_02890	CDS	891		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
MFCJNMFM_02891	CDS	1500	feaB_1	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
MFCJNMFM_02892	CDS	903	feaR		COG2207	Transcriptional activator FeaR
MFCJNMFM_02893	CDS	324				hypothetical protein
MFCJNMFM_02894	CDS	186	ynbE			Outer membrane lipoprotein YnbE
MFCJNMFM_02895	CDS	2640	ydbH		COG2911	putative phospholipid transport protein YdbH
MFCJNMFM_02896	CDS	501	yabI_1		COG0586	Inner membrane protein YabI
MFCJNMFM_02897	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
MFCJNMFM_02898	CDS	441	hslJ		COG3187	Heat shock protein HslJ
MFCJNMFM_02899	CDS	264				hypothetical protein
MFCJNMFM_02900	CDS	3528	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
MFCJNMFM_02901	CDS	1155	ompN_2		COG3203	Outer membrane porin N
MFCJNMFM_02902	CDS	213				hypothetical protein
MFCJNMFM_02903	CDS	435	uspF			Universal stress protein F
MFCJNMFM_02904	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
MFCJNMFM_02905	CDS	1374	dbpA_1	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
MFCJNMFM_02906	CDS	984	zntB			Zinc transport protein ZntB
MFCJNMFM_02907	CDS	744	glpR_4		COG1349	Glycerol-3-phosphate regulon repressor
MFCJNMFM_02908	CDS	1119	ydgJ_2	1.-.-.-	COG0673	putative oxidoreductase YdgJ
MFCJNMFM_02909	CDS	195				hypothetical protein
MFCJNMFM_02910	CDS	747				hypothetical protein
MFCJNMFM_02911	CDS	1380	aroP_1		COG1113	Aromatic amino acid transport protein AroP
MFCJNMFM_02912	CDS	480	lrp_1		COG1522	Leucine-responsive regulatory protein
MFCJNMFM_02913	CDS	615				hypothetical protein
MFCJNMFM_02914	CDS	1200	tyrB_1	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
MFCJNMFM_02915	CDS	669	metI_3		COG2011	D-methionine transport system permease protein MetI
MFCJNMFM_02916	CDS	1026	metN_2	7.4.2.11	COG1135	Methionine import ATP-binding protein MetN
MFCJNMFM_02917	CDS	807	metQ_3		COG1464	putative D-methionine-binding lipoprotein MetQ
MFCJNMFM_02918	CDS	1176	mtnE	2.6.1.117	COG0436	L-glutamine--4-(methylsulfanyl)-2-oxobutanoate aminotransferase
MFCJNMFM_02919	CDS	1020		1.3.1.103		2-haloacrylate reductase
MFCJNMFM_02920	CDS	549				hypothetical protein
MFCJNMFM_02921	CDS	912				hypothetical protein
MFCJNMFM_02922	CDS	867				hypothetical protein
MFCJNMFM_02923	CDS	924	nodD2_2		COG0583	Nodulation protein D 2
MFCJNMFM_02924	CDS	906				HTH-type transcriptional regulator
MFCJNMFM_02925	CDS	930				hypothetical protein
MFCJNMFM_02926	CDS	207				hypothetical protein
MFCJNMFM_02927	CDS	879	yqhC_2		COG2207	HTH-type transcriptional regulator YqhC
MFCJNMFM_02928	CDS	756	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MFCJNMFM_02929	CDS	594	bdcR		COG1309	HTH-type transcriptional repressor BdcR
MFCJNMFM_02930	CDS	714	bdcA_1		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
MFCJNMFM_02931	CDS	495				hypothetical protein
MFCJNMFM_02932	CDS	543				hypothetical protein
MFCJNMFM_02933	CDS	1086				hypothetical protein
